string,string_code,ref_t,swing_speed,material,gauge_nom,gauce_ac,stretch_40,stretch_51,stretch_62,pre_t,dwell,deflec,change_t,peak_t,peak_trans_force,avg_trans_force,stiffness,static_loss,stabiliz,impact_loss,total_loss,tension_loss,energy_return,sts_cof,stb_cof,spin_pot
Gamma Marathon DPC 15 (1.40),800,51,Fast,Nylon,1.4,1.3,7.3,8.2,9.1,43.37,33.3,31.1,42.8,86,33.4,16.6,180,4.52,2.83,0.15,7.5,14.8,93.3,0.079,0.448,5.7
Gamma Marathon DPC 16 (1.32),801,51,Fast,Nylon,1.32,1.3,7.3,8.2,9.1,44.23,33.4,31.2,41,85.1,33.2,16.6,170.9,3.29,3.2,0.15,6.6,13.1,93.9,0.086,0.448,5.2
Gamma Monoblast 16,802,40,Medium,Polyester,1.27,1.27,1.5,2.4,3,29.77,34.6,31.3,53.1,82.9,13.5,,258.9,5.78,14.11,-0.04,19.8,50,92.4,0.102,0.392,3.8
Gamma Monoblast 16,803,62,Slow,Polyester,1.27,1.27,1.5,2.4,3,39.45,32.4,29.4,53.8,93.3,13.8,,276,7.54,13.74,-0.11,21.2,41.7,95.1,0.102,0.392,3.8
Gamma Monoblast 16,804,51,Medium,Polyester,1.27,1.27,1.5,2.4,3,19.8,44.1,21.7,30,49.6,22.9,,232,5.78,13.73,0.07,19.6,49.3,88,0.102,0.392,3.8
Gamma Monoblast 16,805,40,Fast,Polyester,1.27,1.27,1.5,2.4,3,29.44,40.5,19.7,26.5,56,14.1,,300,9.31,13.51,-0.22,22.5,36.6,97.2,0.102,0.392,3.8
Gamma Monoblast 16,806,62,Medium,Polyester,1.27,1.27,1.5,2.4,3,20.18,39.2,28.1,45,65,23.6,,256,7.54,13.39,0.24,21.2,41.7,92.2,0.102,0.392,3.8
Gamma Monoblast 16,807,51,Fast,Polyester,1.27,1.27,1.5,2.4,3,38.92,37.8,18,24,62.8,31.6,,201.2,5.78,13.67,0.62,20.1,50.6,82.3,0.102,0.392,3.8
Gamma Monoblast 16,808,62,Fast,Polyester,1.27,1.27,1.5,2.4,3,29.79,36.6,26,42.8,72.5,24.5,,288,9.31,12.98,0.22,22.5,36.5,93.7,0.102,0.392,3.8
Gamma Monoblast 16,809,40,Slow,Polyester,1.27,1.27,1.5,2.4,3,20.24,37,33.4,55.3,75.6,32.4,,220.6,7.54,13.41,0.62,21.6,42.5,86.9,0.102,0.392,3.8
Gamma Monoblast 16,810,51,Slow,Polyester,1.27,1.27,1.5,2.4,3,39.45,34.2,24.2,41.5,80.9,34.3,,252.6,9.31,12.98,0.6,22.9,37.1,88,0.102,0.392,3.8
Gamma Moto 16,811,51,Fast,Polyester,1.29,NA,2.1,3.3,3.9,46.79,31.9,23.7,36.4,83.1,33.2,18.2,249.2,4.54,10.48,0.5,15.4,25.1,92.4,0.079,0.461,5.8
Gamma Moto 16,812,40,Fast,Polyester,1.29,NA,2.1,3.3,3.9,19.18,42.2,20.1,423.1,442.3,21.8,11.8,222.9,7.61,12.28,0.29,20.1,50.8,89.1,0.079,0.461,5.8
Gamma Moto 16,813,62,Slow,Polyester,1.29,NA,2.1,3.3,3.9,35.61,33.8,25,38.8,74.5,32,17.3,226.9,4.96,10.15,0.51,15.7,30.8,88.7,0.079,0.461,5.8
Gamma Moto 16,814,51,Slow,Polyester,1.29,NA,2.1,3.3,3.9,46.72,30.3,28,48.1,94.8,29.4,15.5,212,7.61,12.32,0.51,20.5,51.5,86.7,0.079,0.461,5.8
Gamma Moto 16,815,62,Medium,Polyester,1.29,NA,2.1,3.3,3.9,19.8,37.2,27.9,42.8,62.6,13.8,8.4,261.2,4.54,9.13,1.32,15,24.3,97.6,0.079,0.461,5.8
Gamma Moto 16,816,40,Slow,Polyester,1.29,NA,2.1,3.3,3.9,35.61,32,29.9,49.8,85.6,12.8,7.7,276,4.96,10.66,-0.29,15.4,30.2,98.6,0.079,0.461,5.8
Gamma Moto 16,817,51,Medium,Polyester,1.29,NA,2.1,3.3,3.9,19.76,34.9,32.1,53.6,73.4,24.7,14.1,262.9,4.54,10.41,0.09,15,24.4,96,0.079,0.461,5.8
Gamma Moto 16,818,62,Fast,Polyester,1.29,NA,2.1,3.3,3.9,48.07,35.2,16.7,17.9,65.9,111,6.8,4265.7,7.61,12.9,-0.25,20.3,51.1,97.6,0.079,0.461,5.8
Gamma Moto 16,819,40,Medium,Polyester,1.29,NA,2.1,3.3,3.9,35.1,37.8,18,22.1,57.1,23.3,12.8,252.6,4.96,10.15,0.11,15.2,30,95.6,0.079,0.461,5.8
Gamma Moto 17 (1.24),820,51,Fast,Polyester,1.24,NA,1.5,3,3.9,37.93,34,31.7,49.8,87.8,34.8,16.9,201.7,3.18,9.61,0.22,13,25.7,87.8,0.086,0.538,6.3
Gamma Moto Soft 16 (1.29),821,51,Fast,Polyester,1.29,NA,1.5,3,3.9,34.99,34.4,32,50.3,85.3,34.1,16.4,200,4.19,11.54,0.22,15.9,31.4,88,0.088,0.567,6.4
Gamma Moto Soft 17 (1.24),822,51,Fast,Polyester,1.24,NA,1.5,3,3.9,33.34,35.2,32.7,48.5,81.8,33.5,16,184,4.43,12.95,0.26,17.6,34.8,87,0.085,0.599,7
Gamma Ocho 16 (1.30),823,51,Fast,Polyester,1.3,NA,1.5,3,3.9,38.92,32.5,30,53.8,92.6,34.8,16.7,242.9,3.55,8.25,0.05,11.9,23.3,90.4,0.079,0.549,6.9
Gamma Ocho 17 (1.25),824,51,Fast,Polyester,1.25,NA,1.5,3,3.9,40.35,32.6,30,51.4,91.7,34.4,16.8,231.5,2.6,7.77,0.31,10.6,21,89.1,0.079,0.561,7.1
Gamma Ocho TNT 16 (1.30),825,51,Fast,Nylon,1.3,NA,1.5,3,3.9,44.12,33,31,44.3,88.4,34.2,16.9,186.9,3.95,2.65,0.11,6.6,13.2,93.5,0.087,0.471,5.4
Gamma Ocho TNT 17 (1.25),826,51,Fast,Nylon,1.25,NA,1.5,3,3.9,45.42,33,30.5,42.8,88.2,33.6,17.1,186.3,2.98,2.32,0.11,5.5,10.7,94.1,0.094,0.472,5
Gamma Ocho XP 16 (1.32),827,51,Fast,Nylon,1.32,NA,1.5,3,3.9,41.08,34.7,32,37.5,78.5,31.4,16,148.6,4.3,5.34,0.2,9.9,19.4,92.9,0.149,0.44,3
Gamma Ocho XP 17 (1.27),828,51,Fast,Nylon,1.27,NA,1.5,3,3.9,40.35,34.9,32.1,37.3,77.6,31.1,15.7,147.4,3.88,6.49,0.22,10.6,20.9,93.9,0.138,0.5,3.6
Gamma Poly Z 16,829,40,Fast,Polyester,1.3,NA,2.1,2.4,5.5,13.78,49.3,24,28.7,42.6,32,14,179.5,7.3,18.33,0.64,26.2,51.8,80.8,0.074,0.396,5.4
Gamma Poly Z 16,830,62,Slow,Polyester,1.3,NA,2.1,2.4,5.5,25.07,38.9,28.2,41.7,66.6,29.2,12.6,148,6.48,18.97,0.68,26,65.8,74.6,0.074,0.396,5.4
Gamma Poly Z 16,831,51,Slow,Polyester,1.3,NA,2.1,2.4,5.5,33.82,34.2,31.9,52.3,86,14.6,7.1,260,9.08,19.1,-0.07,28.2,45.5,96.2,0.074,0.396,5.4
Gamma Poly Z 16,832,62,Medium,Polyester,1.3,NA,2.1,2.4,5.5,14.24,43.6,31.9,41.2,55.3,13.7,6.6,228.6,7.3,19.12,-0.26,26.2,51.6,93.5,0.074,0.396,5.4
Gamma Poly Z 16,833,40,Slow,Polyester,1.3,NA,2.1,2.4,5.5,25.09,36.8,33.9,50.5,75.6,25.1,12.1,245.7,9.08,18.79,0.24,28.2,45.5,90.6,0.074,0.396,5.4
Gamma Poly Z 16,834,51,Medium,Polyester,1.3,NA,2.1,2.4,5.5,14.24,41.3,36.8,49.4,63.5,12.7,5.7,202.3,6.48,19.43,0.02,26,65.3,87.6,0.074,0.396,5.4
Gamma Poly Z 16,835,62,Fast,Polyester,1.3,NA,2.1,2.4,5.5,33.56,40.7,19.9,25.4,58.9,23.5,11,213.2,7.3,18.35,0.37,26,51.3,88.2,0.074,0.396,5.4
Gamma Poly Z 16,836,40,Medium,Polyester,1.3,NA,2.1,2.4,5.5,24.3,44.2,21.7,26.5,50.7,34.3,15.2,209.2,9.08,18.84,0.61,28.4,46.2,86.1,0.074,0.396,5.4
Gamma Poly Z 16,837,51,Fast,Polyester,1.3,NA,2.1,2.4,5.5,33.87,36.1,26.4,42.1,76.1,22.1,9.7,164,6.48,18.97,0.52,26,65.4,79.2,0.074,0.396,5.4
Gamma Prodigy 16,838,40,Slow,Nylon,1.32,1.31,NA,NA,10.3,40.29,36.6,26.1,29.5,69.9,33.8,,188,8.91,4.47,0.2,13.7,22,95.1,0.111,0.39,3.5
Gamma Prodigy 16,839,51,Slow,Nylon,1.32,1.31,NA,NA,10.3,29.52,37.6,34.5,41.2,70.6,11.9,,146.3,6.24,3.53,0.02,9.7,24.7,95.6,0.111,0.39,3.5
Gamma Prodigy 16,840,40,Medium,Nylon,1.32,1.31,NA,NA,10.3,48.6,34.6,25,29.1,77.6,12.7,,174.9,6.55,3.44,0.09,10.1,19.9,97.4,0.111,0.39,3.5
Gamma Prodigy 16,841,62,Slow,Nylon,1.32,1.31,NA,NA,10.3,40.06,34.5,32,41.5,81.4,21.8,,146.9,6.24,3.73,0.08,10.1,25.3,93.5,0.111,0.39,3.5
Gamma Prodigy 16,842,51,Medium,Nylon,1.32,1.31,NA,NA,10.3,48.36,32.7,30,41.7,90,13.7,,186.9,8.91,3.66,0.15,12.8,20.6,98.2,0.111,0.39,3.5
Gamma Prodigy 16,843,40,Fast,Nylon,1.32,1.31,NA,NA,10.3,29.92,44.5,20.9,15.7,45.6,22.8,,176,6.55,3.88,0.07,10.6,20.7,95.5,0.111,0.39,3.5
Gamma Prodigy 16,844,62,Medium,Nylon,1.32,1.31,NA,NA,10.3,40.73,40.1,18.4,14.6,55.3,30.4,,140.6,6.24,3.93,0.17,10.4,26.1,90.2,0.111,0.39,3.5
Gamma Prodigy 16,845,51,Fast,Nylon,1.32,1.31,NA,NA,10.3,29.72,40,29,30.4,60.2,24.3,,189.2,8.91,4.23,0.02,13.2,21.3,95.6,0.111,0.39,3.5
Gamma Prodigy 16,846,62,Fast,Nylon,1.32,1.31,NA,NA,10.3,49.17,37.4,17.4,13.9,63.1,32.5,,164.6,6.55,4.11,0.15,10.8,21.3,93.7,0.111,0.39,3.5
Gamma Professional 16,847,40,Fast,Nylon/Zyex,1.32,1.33,7.3,8.8,9.7,29.04,45.6,21.2,14.3,43.4,32.2,,172,7.89,6.82,0.26,15,24.3,93.1,0.165,0.402,2.4
Gamma Professional 16,848,51,Slow,Nylon/Zyex,1.32,1.33,7.3,8.8,9.7,47.21,35.2,25.3,27.6,74.7,29.7,,124.6,5.69,5.16,0.2,11,27.8,90.4,0.165,0.402,2.4
Gamma Professional 16,849,40,Medium,Nylon/Zyex,1.32,1.33,7.3,8.8,9.7,38.17,35.7,32.2,38.1,76.3,12.2,,143.4,6.46,5.72,-0.05,12.1,23.9,99.2,0.165,0.402,2.4
Gamma Professional 16,850,62,Slow,Nylon/Zyex,1.32,1.33,7.3,8.8,9.7,47.03,33.4,30.1,38.4,85.6,21.5,,129.2,5.69,5.05,0.06,10.8,27.2,93.7,0.165,0.402,2.4
Gamma Professional 16,851,51,Medium,Nylon/Zyex,1.32,1.33,7.3,8.8,9.7,28.84,38.5,35.4,38.4,67.3,13.5,,163.4,7.89,6.2,0,14.1,22.8,95.6,0.165,0.402,2.4
Gamma Professional 16,852,40,Slow,Nylon/Zyex,1.32,1.33,7.3,8.8,9.7,38.54,41.4,19,12.8,51.4,22.4,,152.6,6.46,5.87,0.07,12.3,24.4,93.9,0.165,0.402,2.4
Gamma Professional 16,853,62,Medium,Nylon/Zyex,1.32,1.33,7.3,8.8,9.7,28.95,41,30,28.4,57.6,11.5,,130.9,5.69,4.96,0,10.6,26.8,94.9,0.165,0.402,2.4
Gamma Professional 16,854,51,Fast,Nylon/Zyex,1.32,1.33,7.3,8.8,9.7,47.65,38.2,17.8,12.8,60.4,23.7,,173.7,7.89,6.64,0,14.6,23.5,96.2,0.165,0.402,2.4
Gamma Professional 16,855,62,Fast,Nylon/Zyex,1.32,1.33,7.3,8.8,9.7,38.39,37.8,27.1,27.8,66.2,30.7,,149.7,6.46,6.09,0.18,12.8,25.1,91.4,0.165,0.402,2.4
Gamma Professional 17,856,62,Fast,Nylon,1.27,NA,7.6,9.4,10.6,39.62,41.1,19,14.1,53.8,22.5,12.7,153.2,4.72,6.64,0.07,11.5,22.5,96.8,0.138,0.393,2.8
Gamma Professional 17,857,40,Medium,Nylon,1.27,NA,7.6,9.4,10.6,48.69,34.5,24.5,26.7,75.4,32.1,17.5,167.4,5.84,7.43,0.33,13.7,22,93.3,0.138,0.393,2.8
Gamma Professional 17,858,51,Fast,Nylon,1.27,NA,7.6,9.4,10.6,28.14,46,21.8,14.8,43,21.2,11.2,128,5.25,6.35,0.09,11.7,29.4,94.3,0.138,0.393,2.8
Gamma Professional 17,859,40,Fast,Nylon,1.27,NA,7.6,9.4,10.6,39.36,37.2,27,27.3,66.8,30.8,16.6,144.6,4.72,6.84,0.24,11.9,23.3,92,0.138,0.393,2.8
Gamma Professional 17,860,62,Slow,Nylon,1.27,NA,7.6,9.4,10.6,48.47,32.7,30,37,85.6,28.8,14.9,120.6,5.25,6.48,0.2,11.9,30.1,90.4,0.138,0.393,2.8
Gamma Professional 17,861,51,Slow,Nylon,1.27,NA,7.6,9.4,10.6,28.09,41.1,30,28.4,56.4,13.3,7.9,181.2,5.84,6.84,0.04,12.8,20.6,97.4,0.138,0.393,2.8
Gamma Professional 17,862,62,Medium,Nylon,1.27,NA,7.6,9.4,10.6,39.16,35.2,32.3,37,76.3,12.8,7.7,159.4,4.72,6.38,0,11,21.9,99.8,0.138,0.393,2.8
Gamma Professional 17,863,40,Slow,Nylon,1.27,NA,7.6,9.4,10.6,27.96,38.7,35.4,37,65,23.1,12.9,181.2,5.84,7.21,0.05,13,21.2,95.5,0.138,0.393,2.8
Gamma Professional 17,864,51,Medium,Nylon,1.27,NA,7.6,9.4,10.6,49.06,37.2,17.2,13.2,62.2,11.7,6.6,126.9,5.25,6.3,-0.04,11.5,29,98,0.138,0.393,2.8
Gamma Professional 18 (1.22),865,51,Fast,Nylon,1.22,NA,2.1,3.3,10.6,39.71,36.1,33.8,34.8,74.5,31.4,15.7,124,3.92,7.09,0.15,11.2,22,92.9,0.114,0.45,3.9
Gamma Professional Spin 16,866,51,Slow,Nylon/Zyex,1.35,1.4,NA,NA,9.4,38.87,34.6,31.9,41.5,80.5,11.2,,142.9,6.37,4.46,-0.09,10.8,27.1,96.2,0.149,0.395,2.7
Gamma Professional Spin 16,867,40,Medium,Nylon/Zyex,1.35,1.4,NA,NA,9.4,48.27,32.6,30,41.2,89.5,12.1,,173.7,7.28,4.04,-0.03,11.2,22.3,97.4,0.149,0.395,2.7
Gamma Professional Spin 16,868,62,Slow,Nylon/Zyex,1.35,1.4,NA,NA,9.4,28.86,44.4,20.6,15,43.7,21,,141.2,6.37,4.54,0.05,11,27.6,93.1,0.149,0.395,2.7
Gamma Professional Spin 16,869,51,Medium,Nylon/Zyex,1.35,1.4,NA,NA,9.4,39.4,40.2,18.1,14.1,53.4,13.3,,192,8.8,4.01,0,12.8,20.7,99.2,0.149,0.395,2.7
Gamma Professional Spin 16,870,40,Fast,Nylon/Zyex,1.35,1.4,NA,NA,9.4,28.78,40,29,29.3,58,22.5,,179.5,7.28,4.3,0.05,11.7,22.9,95.1,0.149,0.395,2.7
Gamma Professional Spin 16,871,62,Medium,Nylon/Zyex,1.35,1.4,NA,NA,9.4,48.93,37.2,17,13.7,62.6,29.3,,140,6.37,4.68,0.15,11.2,28.2,90.4,0.149,0.395,2.7
Gamma Professional Spin 16,872,51,Fast,Nylon/Zyex,1.35,1.4,NA,NA,9.4,39.14,36.6,26.1,30,69,23.7,,199.5,8.8,4.39,0.06,13.2,21.5,95.3,0.149,0.395,2.7
Gamma Professional Spin 16,873,62,Fast,Nylon/Zyex,1.35,1.4,NA,NA,9.4,28.64,37.7,34.1,40.1,68.8,32.1,,165.2,7.28,4.57,0.19,12.1,23.7,93.9,0.149,0.395,2.7
Gamma Professional Spin 16,874,40,Slow,Nylon/Zyex,1.35,1.4,NA,NA,9.4,48.55,34.4,24.4,29.1,77.6,33.5,,186.9,8.8,4.67,0.2,13.7,22.1,93.9,0.149,0.395,2.7
Gamma Revelation 16,875,62,Fast,Nylon/Zyex,1.32,1.31,NA,NA,10.3,38.15,37.2,27,30.4,68.6,31.7,,162.3,7.5,5.29,0.22,13,25.7,92.5,NA,NA,NA
Gamma Revelation 16,876,40,Slow,Nylon/Zyex,1.32,1.31,NA,NA,10.3,27.89,38.4,35.2,39.5,67.5,33.6,,186.9,7.81,5.84,0.24,13.9,22.5,95.5,NA,NA,NA
Gamma Revelation 16,877,51,Slow,Nylon/Zyex,1.32,1.31,NA,NA,10.3,48.51,34.6,25,29.3,77.8,11.9,,134.3,6.88,4.76,-0.04,11.7,29.2,96.4,NA,NA,NA
Gamma Revelation 16,878,40,Medium,Nylon/Zyex,1.32,1.31,NA,NA,10.3,37.93,35.1,32.1,41,78.9,12.8,,172.6,7.5,4.85,0,12.3,24.3,98.8,NA,NA,NA
Gamma Revelation 16,879,62,Slow,Nylon/Zyex,1.32,1.31,NA,NA,10.3,48.09,32.8,30,41.5,89.5,21.8,,135.4,6.88,4.81,0.06,11.7,29.6,94.1,NA,NA,NA
Gamma Revelation 16,880,51,Medium,Nylon/Zyex,1.32,1.31,NA,NA,10.3,28.05,45.8,21.8,15.7,43.7,13.6,,189.7,7.81,5.02,0.05,12.8,20.9,97.8,NA,NA,NA
Gamma Revelation 16,881,40,Fast,Nylon/Zyex,1.32,1.31,NA,NA,10.3,38.37,40.9,19,15.4,53.8,23.1,,169.2,7.5,5.07,0.05,12.6,24.9,95.5,NA,NA,NA
Gamma Revelation 16,882,62,Medium,Nylon/Zyex,1.32,1.31,NA,NA,10.3,28,40.8,30,30,58,29.7,,129.7,6.88,4.92,0.22,11.9,30.3,90.1,NA,NA,NA
Gamma Revelation 16,883,51,Fast,Nylon/Zyex,1.32,1.31,NA,NA,10.3,48.91,37.4,17.3,13.9,62.8,24.4,,191.5,7.81,5.42,0.07,13.2,21.5,98.2,NA,NA,NA
Gamma Revelation 17 (1.27),884,51,Fast,Nylon,1.27,1.31,NA,NA,10.3,41.01,35.2,32.5,37.7,78.7,31.9,15.8,145.7,4.85,4.86,0.13,9.9,19.4,93.1,0.121,0.449,3.7
Gamma RZR Rx 16,885,51,Slow,Polyester,1.2,NA,2.1,3,3.9,24.39,39.3,29.1,41.5,65.9,26.2,13.1,240,4.21,10.98,0.09,15.2,24.8,94.5,0.094,0.371,3.9
Gamma RZR Rx 16,886,62,Fast,Polyester,1.2,NA,2.1,3,3.9,46.35,38,18,20.1,66.6,14.5,7.2,229.2,4.32,9.36,-0.11,13.5,26.7,96.8,0.094,0.371,3.9
Gamma RZR Rx 16,887,40,Slow,Polyester,1.2,NA,2.1,3,3.9,24.37,36.9,34,51.8,76.3,35.5,16.9,217.2,4.21,11.05,0.4,15.7,25.4,90.1,0.094,0.371,3.9
Gamma RZR Rx 16,888,51,Medium,Polyester,1.2,NA,2.1,3,3.9,46.55,34.2,25,37,83.6,13.6,6.5,214.3,5.38,10.17,0,15.7,39.2,94.3,0.094,0.371,3.9
Gamma RZR Rx 16,889,51,Fast,Polyester,1.2,NA,2.1,3,3.9,37.04,40.5,19.7,21.8,58.9,24.9,12.4,227.5,4.32,9.09,0.11,13.5,26.7,92.2,0.094,0.371,3.9
Gamma RZR Rx 16,890,40,Medium,Polyester,1.2,NA,2.1,3,3.9,46.48,32.3,30,48.1,94.6,34.2,16,196,4.32,9.11,0.4,13.9,27.3,88.5,0.094,0.371,3.9
Gamma RZR Rx 16,891,62,Slow,Polyester,1.2,NA,2.1,3,3.9,24.14,44.9,21.9,25.4,49.6,24,11.1,198.9,5.38,9.92,0.22,15.4,39.1,90.1,0.094,0.371,3.9
Gamma RZR Rx 16,892,40,Fast,Polyester,1.2,NA,2.1,3,3.9,37.31,36.1,26.2,38.6,75.9,15,7.7,252.6,4.21,11.18,-0.13,15.2,24.7,95.6,0.094,0.371,3.9
Gamma RZR Rx 16,893,62,Medium,Polyester,1.2,NA,2.1,3,3.9,37.29,34,31.8,48.7,86,32.4,14.9,182.9,5.38,9.94,0.38,15.7,39.6,85.4,0.094,0.371,3.9
Gamma RZR Rx 17,894,51,Fast,Polyester,1.23,NA,4.2,5.5,3.9,36.27,34.8,32,46.7,83.1,33.3,15.9,185.2,4.37,10.08,0.13,14.6,28.7,88.2,0.094,0.448,4.8
Gamma Solace 16 (1.32),895,51,Fast,Nylon,1.32,NA,4.2,5.5,3.9,39.91,35.1,32.2,37.5,77.4,31.1,15.8,146.9,5.29,5.52,0.22,11,21.7,92,0.142,0.502,3.5
Gamma Solace 17 (1.27),896,51,Fast,Nylon,1.27,NA,4.2,5.5,3.9,42.01,34.6,32,37.3,79.4,31.7,16.3,148,4.15,4.56,0.2,8.8,17.6,93.5,0.147,0.516,3.5
Gamma Synthetic Gut 16,897,51,Medium,Nylon,1.3,1.32,NA,NA,7.9,29.79,44,20.3,17,46.7,22.7,,164.6,6.17,3.86,0.05,10.1,25.4,94.5,0.113,0.402,3.6
Gamma Synthetic Gut 16,898,40,Fast,Nylon,1.3,1.32,NA,NA,7.9,39.65,40,18.5,16.5,56.2,14.1,,218.9,7.39,3.5,0.09,11,17.8,98.2,0.113,0.402,3.6
Gamma Synthetic Gut 16,899,62,Medium,Nylon,1.3,1.32,NA,NA,7.9,29.66,39.3,28.8,33.5,63.1,23.7,,200.6,7.43,3.93,0.09,11.5,22.6,95.5,0.113,0.402,3.6
Gamma Synthetic Gut 16,900,51,Fast,Nylon,1.3,1.32,NA,NA,7.9,50.85,36.3,17,15.4,66.4,31.7,,158.9,6.17,3.97,0.18,10.4,26,88.9,0.113,0.402,3.6
Gamma Synthetic Gut 16,901,62,Fast,Nylon,1.3,1.32,NA,NA,7.9,39.36,36.2,26,33.5,72.8,24.8,,228,7.39,3.83,0.05,11.2,18.3,97,0.113,0.402,3.6
Gamma Synthetic Gut 16,902,40,Slow,Nylon,1.3,1.32,NA,NA,7.9,29.55,36.7,34,45.2,74.7,33.8,,185.7,7.43,4.17,0.18,11.7,23.2,92.9,0.113,0.402,3.6
Gamma Synthetic Gut 16,903,51,Slow,Nylon,1.3,1.32,NA,NA,7.9,50.52,33.5,24,32.2,82.7,34.8,,220.6,7.39,4.03,0.16,11.5,18.8,95.8,0.113,0.402,3.6
Gamma Synthetic Gut 16,904,40,Medium,Nylon,1.3,1.32,NA,NA,7.9,39.12,34.1,31.7,46.1,85.1,11.9,,166.3,6.17,3.73,0,9.9,24.9,95.5,0.113,0.402,3.6
Gamma Synthetic Gut 16,905,62,Slow,Nylon,1.3,1.32,NA,NA,7.9,50.32,31.7,29,45.6,95.9,13,,196,7.43,3.64,0.03,11,21.9,98.2,0.113,0.402,3.6
Gamma Synthetic Gut 17 (1.25),906,51,Fast,Nylon,1.25,1.32,NA,NA,7.9,44.59,33.9,31.8,40.1,84.7,33.7,16.6,160.6,3.55,2.58,0.12,6.2,12.3,94.1,0.086,0.435,5.1
Gamma Synthetic Gut 17 W/wearguard (1.22),907,51,Fast,Nylon,1.22,1.32,NA,NA,7.9,43.55,34.3,32,40.4,84,33.6,16.3,160.6,3.57,3.6,0.16,7.3,14.4,93.7,0.089,0.442,5
Gamma Synthetic Gut 18 (1.18),908,51,Fast,Nylon,1.18,1.32,NA,NA,7.9,43.15,34.1,32,41.5,84.7,33.9,16.4,164.6,3.81,3.76,0.15,7.7,15.2,92.7,0.082,0.463,5.6
Gamma Synthtic Gut 15L W/wearguard (1.38),909,51,Fast,Nylon,1.38,1.32,NA,NA,7.9,42.29,34,32,42.3,84.5,33.8,16.4,167.4,4.5,3.93,0.17,8.6,17,92.9,0.099,0.468,4.7
Gamma TNT2 15L (1.40),910,51,Fast,Nylon,1.4,1.32,NA,NA,7.9,42.98,33.4,31.1,43,86,33.5,16.6,180.6,4.85,2.89,0.16,7.9,15.6,92.7,0.078,0.447,5.7
Gamma TNT2 16,911,51,Fast,Nylon,1.32,1.29,7.6,8.5,9.7,30.63,39.7,29,31.3,62,31,,148.6,5.69,3.55,0.15,9.5,23.7,91.2,0.125,0.399,3.2
Gamma TNT2 16,912,62,Fast,Nylon,1.32,1.29,7.6,8.5,9.7,50.43,36.9,17,13.7,64.2,24.2,,206.3,7.74,3.92,0.11,11.7,19.1,95.6,0.125,0.399,3.2
Gamma TNT2 16,913,40,Slow,Nylon,1.32,1.29,7.6,8.5,9.7,40.04,36.5,26.1,30.9,71,33,,170.9,6.73,4.06,0.15,11,21.6,91.6,0.125,0.399,3.2
Gamma TNT2 16,914,51,Slow,Nylon,1.32,1.29,7.6,8.5,9.7,30.45,37.2,34.1,42.3,72.8,34.2,,193.2,7.74,4.21,0.18,12.1,19.6,93.9,0.125,0.399,3.2
Gamma TNT2 16,915,40,Medium,Nylon,1.32,1.29,7.6,8.5,9.7,50.08,34.1,24.2,29.8,79.8,11.7,,155.4,5.69,3.2,0.04,9,22.5,96.2,0.125,0.399,3.2
Gamma TNT2 16,916,62,Slow,Nylon,1.32,1.29,7.6,8.5,9.7,39.93,34.4,31.9,42.8,82.7,12.4,,178.9,6.73,3.33,0.02,10.1,19.9,97.6,0.125,0.399,3.2
Gamma TNT2 16,917,51,Medium,Nylon,1.32,1.29,7.6,8.5,9.7,49.79,32.3,29.8,42.1,91.9,22.5,,152,5.69,3.37,0.11,9.3,23.1,93.7,0.125,0.399,3.2
Gamma TNT2 16,918,40,Fast,Nylon,1.32,1.29,7.6,8.5,9.7,30.8,44.3,20.2,15.7,46.5,13.6,,193.7,7.74,3.57,0.02,11.2,18.4,99.2,0.125,0.399,3.2
Gamma TNT2 16,919,62,Medium,Nylon,1.32,1.29,7.6,8.5,9.7,40.66,40,18.1,14.3,55.1,23.1,,185.2,6.73,3.95,0.02,10.8,21.1,94.3,0.125,0.399,3.2
Gamma TNT2 17 (1.27),920,51,Fast,Nylon,1.27,1.29,1.8,2.7,9.7,44.12,34.3,32,39.7,83.8,33.6,16.4,157.7,3.24,3.36,0.11,6.6,13.2,94.9,0.087,0.46,5.3
Gamma TNT2 18 (1.17),921,51,Fast,Nylon,1.17,1.29,1.8,2.7,9.7,42.69,33.9,31.9,41.5,84.2,33.6,16.3,165.7,4.41,3.62,0.18,8.2,16.2,92.9,0.081,0.455,5.6
Gamma TNT2 Pro Plus 16,922,51,Fast,Nylon,1.3,1.37,NA,NA,12.4,28.78,40.4,29.1,28.7,57.6,28.9,,134.3,6.95,4.23,0.15,11.2,28.6,89.3,0.141,0.441,3.1
Gamma TNT2 Pro Plus 16,923,62,Fast,Nylon,1.3,1.37,NA,NA,12.4,48.16,37.4,17.1,13.5,61.5,23.6,,185.2,8.38,5.75,0.11,14.3,23.1,96.2,0.141,0.441,3.1
Gamma TNT2 Pro Plus 16,924,40,Slow,Nylon,1.3,1.37,NA,NA,12.4,38.1,37.2,26.8,29.1,67.3,31.1,,158.3,8.11,4.82,0.19,13.2,25.9,94.3,0.141,0.441,3.1
Gamma TNT2 Pro Plus 16,925,51,Slow,Nylon,1.3,1.37,NA,NA,12.4,28.51,38,34.3,39,67.5,32.9,,182.3,8.38,6.11,0.31,14.8,24,94.9,0.141,0.441,3.1
Gamma TNT2 Pro Plus 16,926,40,Medium,Nylon,1.3,1.37,NA,NA,12.4,47.61,34.7,24.9,28.2,75.9,10.8,,148,6.95,3.74,0,10.8,26.9,96.4,0.141,0.441,3.1
